날짜,기업명,긍정,부정,중립,전체뉴스수,감성_긍정비율,감성_부정비율
2024-02-07,한화엔진,11,8,1,20,0.5789473379501401,0.4210526094182837
2024-02-07,한화오션,30,11,6,47,0.7317072992266512,0.26829267638310544
2024-02-08,HD한국조선해양,13,3,3,19,0.8124999492187531,0.18749998828125072
2024-02-08,HD현대마린솔루션,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-02-08,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-02-08,HD현대미포,11,1,0,12,0.9166665902777842,0.08333332638888948
2024-02-08,HD현대중공업,15,8,0,23,0.6521738846880919,0.34782607183364905
2024-02-08,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-02-08,삼성중공업,18,8,2,28,0.6923076656804744,0.30769229585798863
2024-02-08,한화엔진,12,2,2,16,0.8571427959183717,0.14285713265306196
2024-02-08,한화오션,21,8,4,33,0.7241379060642101,0.27586205945303244
2024-02-09,HD한국조선해양,0,2,0,2,0.0,0.99999950000025
2024-02-09,HD현대미포,1,0,0,1,0.9999990000010001,0.0
2024-02-09,HD현대중공업,2,0,1,3,0.99999950000025,0.0
2024-02-09,삼성중공업,2,6,1,9,0.24999996875000394,0.7499999062500118
2024-02-09,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-02-09,한화엔진,2,0,0,2,0.99999950000025,0.0
2024-02-09,한화오션,7,3,0,10,0.699999930000007,0.299999970000003
2024-02-10,HD한국조선해양,5,1,0,6,0.8333331944444675,0.16666663888889352
2024-02-10,HD현대마린솔루션,3,4,0,7,0.4285713673469475,0.57142848979593
2024-02-10,HD현대미포,2,0,0,2,0.99999950000025,0.0
2024-02-10,HD현대중공업,7,2,0,9,0.7777776913580343,0.22222219753086697
2024-02-10,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-02-10,삼성중공업,5,0,0,5,0.99999980000004,0.0
2024-02-10,한화엔진,3,8,0,11,0.2727272479338866,0.7272726611570308
2024-02-10,한화오션,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-02-11,HD한국조선해양,9,2,0,11,0.8181817438016598,0.1818181652892577
2024-02-11,HD현대마린솔루션,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-02-11,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-11,HD현대중공업,7,1,0,8,0.8749998906250137,0.12499998437500197
2024-02-11,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-02-11,삼성중공업,4,3,1,8,0.57142848979593,0.4285713673469475
2024-02-11,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-02-11,한화엔진,5,0,0,5,0.99999980000004,0.0
2024-02-11,한화오션,6,4,0,10,0.599999940000006,0.39999996000000404
2024-02-12,HD한국조선해양,4,4,2,10,0.4999999375000079,0.4999999375000079
2024-02-12,HD현대마린솔루션,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-02-12,HD현대미포,0,1,0,1,0.0,0.9999990000010001
2024-02-12,HD현대중공업,6,9,2,17,0.39999997333333515,0.5999999600000027
2024-02-12,삼성중공업,15,3,4,22,0.8333332870370396,0.1666666574074079
2024-02-12,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-02-12,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-02-12,한화엔진,7,0,0,7,0.9999998571428775,0.0
2024-02-12,한화오션,16,3,2,21,0.8421052188365674,0.15789472853185638
2024-02-13,HD한국조선해양,12,6,7,25,0.6666666296296316,0.3333333148148158
2024-02-13,HD현대마린솔루션,5,1,2,8,0.8333331944444675,0.16666663888889352
2024-02-13,HD현대미포,6,4,1,11,0.599999940000006,0.39999996000000404
2024-02-13,HD현대중공업,26,13,18,57,0.6666666495726501,0.33333332478632505
2024-02-13,STX엔진,1,0,1,2,0.9999990000010001,0.0
2024-02-13,삼성중공업,16,3,8,27,0.8421052188365674,0.15789472853185638
2024-02-13,세진중공업,1,1,1,3,0.499999750000125,0.499999750000125
2024-02-13,한국카본,1,0,1,2,0.9999990000010001,0.0
2024-02-13,한화엔진,11,2,0,13,0.8461537810650938,0.15384614201183525
2024-02-13,한화오션,23,13,11,47,0.6388888711419759,0.36111110108024724
2024-02-14,HD한국조선해양,49,3,6,58,0.9423076741863909,0.05769230658284026
2024-02-14,HD현대마린솔루션,4,3,0,7,0.57142848979593,0.4285713673469475
2024-02-14,HD현대미포,6,3,0,9,0.6666665925926009,0.33333329629630043
2024-02-14,HD현대중공업,15,2,4,21,0.8823528892733594,0.11764705190311459
2024-02-14,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-02-14,삼성중공업,10,5,3,18,0.6666666222222252,0.3333333111111126
2024-02-14,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-02-14,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-14,한화엔진,9,1,3,13,0.8999999100000091,0.09999999000000101
2024-02-14,한화오션,35,7,11,53,0.833333313492064,0.1666666626984128
2024-02-15,HD한국조선해양,10,3,5,18,0.7692307100591762,0.23076921301775286
2024-02-15,HD현대마린솔루션,2,2,0,4,0.49999987500003124,0.49999987500003124
2024-02-15,HD현대미포,2,0,3,5,0.99999950000025,0.0
2024-02-15,HD현대중공업,16,2,11,29,0.8888888395061756,0.11111110493827195
2024-02-15,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-02-15,삼성중공업,10,3,7,20,0.7692307100591762,0.23076921301775286
2024-02-15,한화엔진,13,4,1,18,0.7647058373702448,0.23529410380622917
2024-02-15,한화오션,28,10,12,50,0.7368420858725767,0.26315788781163457
2024-02-16,HD한국조선해양,9,2,0,11,0.8181817438016598,0.1818181652892577
2024-02-16,HD현대마린솔루션,3,3,1,7,0.49999991666668053,0.49999991666668053
2024-02-16,HD현대미포,9,0,1,10,0.9999998888889013,0.0
2024-02-16,HD현대중공업,13,1,7,21,0.9285713622449028,0.07142856632653098
2024-02-16,STX엔진,1,0,0,1,0.9999990000010001,0.0
2024-02-16,삼성중공업,7,4,4,15,0.636363578512402,0.3636363305785154
2024-02-16,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-02-16,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-02-16,한화엔진,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-02-16,한화오션,10,5,5,20,0.6666666222222252,0.3333333111111126
2024-02-17,HD한국조선해양,8,1,0,9,0.8888887901234679,0.11111109876543349
2024-02-17,HD현대마린솔루션,2,0,0,2,0.99999950000025,0.0
2024-02-17,HD현대미포,1,0,0,1,0.9999990000010001,0.0
2024-02-17,HD현대중공업,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-02-17,삼성중공업,4,2,1,7,0.6666665555555741,0.33333327777778704
2024-02-17,한화엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-02-17,한화오션,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-02-18,HD한국조선해양,2,2,1,5,0.49999987500003124,0.49999987500003124
2024-02-18,HD현대마린솔루션,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-18,HD현대미포,4,0,0,4,0.9999997500000625,0.0
2024-02-18,HD현대중공업,10,1,3,14,0.9090908264462886,0.09090908264462885
2024-02-18,삼성중공업,1,1,4,6,0.499999750000125,0.499999750000125
2024-02-18,한화엔진,2,0,1,3,0.99999950000025,0.0
2024-02-18,한화오션,4,2,4,10,0.6666665555555741,0.33333327777778704
2024-02-19,HD한국조선해양,13,3,1,17,0.8124999492187531,0.18749998828125072
2024-02-19,HD현대마린솔루션,8,2,0,10,0.7999999200000081,0.19999998000000202
2024-02-19,HD현대미포,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-02-19,HD현대중공업,17,2,3,22,0.8947367950138528,0.10526315235457093
2024-02-19,STX엔진,1,1,1,3,0.499999750000125,0.499999750000125
2024-02-19,삼성중공업,13,2,1,16,0.8666666088888928,0.13333332444444504
2024-02-19,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-19,한화엔진,13,2,2,17,0.8666666088888928,0.13333332444444504
2024-02-19,한화오션,15,4,3,22,0.7894736426592819,0.21052630470914185
2024-02-20,HD한국조선해양,21,0,8,29,0.9999999523809546,0.0
2024-02-20,HD현대마린솔루션,8,2,0,10,0.7999999200000081,0.19999998000000202
2024-02-20,HD현대마린엔진,3,0,0,3,0.9999996666667778,0.0
2024-02-20,HD현대미포,2,0,1,3,0.99999950000025,0.0
2024-02-20,HD현대중공업,28,1,6,35,0.9655172080856135,0.034482757431629055
2024-02-20,삼성중공업,14,3,3,20,0.8235293633218022,0.17647057785467188
2024-02-20,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-02-20,한화엔진,6,2,2,10,0.7499999062500118,0.24999996875000394
2024-02-20,한화오션,50,2,9,61,0.9615384430473377,0.03846153772189351
2024-02-21,HD한국조선해양,13,9,7,29,0.590909064049588,0.4090908904958686
2024-02-21,HD현대마린솔루션,4,2,1,7,0.6666665555555741,0.33333327777778704
2024-02-21,HD현대마린엔진,1,1,1,3,0.499999750000125,0.499999750000125
2024-02-21,HD현대미포,7,1,2,10,0.8749998906250137,0.12499998437500197
2024-02-21,HD현대중공업,63,8,9,80,0.8873239311644517,0.11267605475104149
2024-02-21,STX엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-02-21,삼성중공업,15,5,9,29,0.7499999625000018,0.2499999875000006
2024-02-21,세진중공업,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-02-21,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-21,한화엔진,9,1,2,12,0.8999999100000091,0.09999999000000101
2024-02-21,한화오션,35,13,8,56,0.7291666514756948,0.27083332769097235
2024-02-22,HD한국조선해양,21,5,6,32,0.8076922766272201,0.1923076849112429
2024-02-22,HD현대마린솔루션,13,5,2,20,0.7222221820987677,0.27777776234567986
2024-02-22,HD현대마린엔진,3,0,1,4,0.9999996666667778,0.0
2024-02-22,HD현대미포,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-02-22,HD현대중공업,26,6,6,38,0.8124999746093758,0.1874999941406252
2024-02-22,STX엔진,1,3,0,4,0.24999993750001562,0.7499998125000469
2024-02-22,삼성중공업,14,4,6,24,0.7777777345679036,0.2222222098765439
2024-02-22,세진중공업,0,1,0,1,0.0,0.9999990000010001
2024-02-22,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-02-22,한화엔진,19,4,3,26,0.8260869206049165,0.17391303591682453
2024-02-22,한화오션,61,19,8,88,0.7624999904687502,0.23749999703125005
2024-02-23,HD한국조선해양,14,8,2,24,0.6363636074380178,0.36363634710743875
2024-02-23,HD현대마린솔루션,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-02-23,HD현대마린엔진,0,1,0,1,0.0,0.9999990000010001
2024-02-23,HD현대미포,6,2,1,9,0.7499999062500118,0.24999996875000394
2024-02-23,HD현대중공업,17,2,2,21,0.8947367950138528,0.10526315235457093
2024-02-23,STX엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-02-23,삼성중공업,13,6,1,20,0.684210490304711,0.31578945706371275
2024-02-23,세진중공업,1,0,0,1,0.9999990000010001,0.0
2024-02-23,한국카본,1,0,0,1,0.9999990000010001,0.0
2024-02-23,한화엔진,16,4,3,23,0.799999960000002,0.1999999900000005
2024-02-23,한화오션,46,11,3,60,0.8070175297014469,0.1929824527546938
2024-02-24,HD한국조선해양,5,3,0,8,0.6249999218750099,0.3749999531250059
2024-02-24,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-24,HD현대중공업,2,4,2,8,0.33333327777778704,0.6666665555555741
2024-02-24,삼성중공업,2,4,1,7,0.33333327777778704,0.6666665555555741
2024-02-24,한화엔진,3,1,2,6,0.7499998125000469,0.24999993750001562
2024-02-24,한화오션,8,5,0,13,0.615384568047341,0.3846153550295881
2024-02-25,HD한국조선해양,11,0,1,12,0.9999999090909174,0.0
2024-02-25,HD현대마린솔루션,0,2,0,2,0.0,0.99999950000025
2024-02-25,HD현대미포,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-25,HD현대중공업,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-02-25,삼성중공업,8,1,1,10,0.8888887901234679,0.11111109876543349
2024-02-25,한화엔진,3,0,1,4,0.9999996666667778,0.0
2024-02-25,한화오션,10,3,1,14,0.7692307100591762,0.23076921301775286
2024-02-26,HD한국조선해양,20,6,7,33,0.7692307396449716,0.23076922189349144
2024-02-26,HD현대마린솔루션,6,3,1,10,0.6666665925926009,0.33333329629630043
2024-02-26,HD현대미포,5,2,2,9,0.7142856122449125,0.285714244897965
2024-02-26,HD현대중공업,29,5,3,37,0.8529411513840839,0.1470588192041524
2024-02-26,STX엔진,2,0,0,2,0.99999950000025,0.0
2024-02-26,삼성중공업,9,6,3,18,0.5999999600000027,0.39999997333333515
2024-02-26,세진중공업,0,3,0,3,0.0,0.9999996666667778
2024-02-26,한국카본,2,0,0,2,0.99999950000025,0.0
2024-02-26,한화엔진,9,3,1,13,0.7499999375000053,0.2499999791666684
2024-02-26,한화오션,25,8,7,40,0.7575757346189171,0.2424242350780535
2024-02-27,HD한국조선해양,19,12,9,40,0.6129032060353804,0.38709676170655605
2024-02-27,HD현대마린솔루션,2,3,4,9,0.399999920000016,0.599999880000024
2024-02-27,HD현대미포,9,3,0,12,0.7499999375000053,0.2499999791666684
2024-02-27,HD현대중공업,43,12,14,69,0.781818167603306,0.21818181421487612
2024-02-27,STX엔진,0,4,0,4,0.0,0.9999997500000625
2024-02-27,삼성중공업,7,9,11,27,0.4374999726562517,0.5624999648437522
2024-02-27,세진중공업,0,3,1,4,0.0,0.9999996666667778
2024-02-27,한국카본,0,3,0,3,0.0,0.9999996666667778
2024-02-27,한화엔진,4,5,3,12,0.44444439506173394,0.5555554938271674
2024-02-27,한화오션,17,12,11,40,0.5862068763376939,0.41379308917954866
2024-02-28,HD한국조선해양,48,6,6,60,0.8888888724279839,0.11111110905349798
2024-02-28,HD현대마린솔루션,7,1,2,10,0.8749998906250137,0.12499998437500197
2024-02-28,HD현대마린엔진,2,0,0,2,0.99999950000025,0.0
2024-02-28,HD현대미포,11,2,0,13,0.8461537810650938,0.15384614201183525
2024-02-28,HD현대중공업,137,13,3,153,0.9133333272444445,0.0866666660888889
2024-02-28,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-28,삼성중공업,18,13,3,34,0.5806451425598341,0.4193548251821024
2024-02-28,세진중공업,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-02-28,한국카본,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-02-28,한화엔진,17,4,2,23,0.8095237709750585,0.19047618140589612
2024-02-28,한화오션,94,16,7,117,0.8545454467768596,0.1454545441322314
2024-02-29,HD한국조선해양,20,0,3,23,0.9999999500000024,0.0
2024-02-29,HD현대마린솔루션,0,1,1,2,0.0,0.9999990000010001
2024-02-29,HD현대미포,10,0,0,10,0.99999990000001,0.0
2024-02-29,HD현대중공업,26,2,4,32,0.9285713954081645,0.07142856887755111
2024-02-29,STX엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-02-29,삼성중공업,12,3,2,17,0.7999999466666703,0.19999998666666757
2024-02-29,세진중공업,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-02-29,한국카본,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-02-29,한화엔진,6,3,2,11,0.6666665925926009,0.33333329629630043
2024-02-29,한화오션,36,3,2,41,0.9230768994082847,0.0769230749506904
2024-03-01,HD한국조선해양,5,2,1,8,0.7142856122449125,0.285714244897965
2024-03-01,HD현대미포,4,0,0,4,0.9999997500000625,0.0
2024-03-01,HD현대중공업,9,3,1,13,0.7499999375000053,0.2499999791666684
2024-03-01,STX엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-03-01,삼성중공업,3,3,2,8,0.49999991666668053,0.49999991666668053
2024-03-01,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-03-01,한국카본,1,1,0,2,0.499999750000125,0.499999750000125
2024-03-01,한화엔진,4,2,1,7,0.6666665555555741,0.33333327777778704
2024-03-01,한화오션,8,2,4,14,0.7999999200000081,0.19999998000000202
2024-03-02,HD한국조선해양,4,2,1,7,0.6666665555555741,0.33333327777778704
2024-03-02,HD현대미포,0,1,0,1,0.0,0.9999990000010001
2024-03-02,HD현대중공업,5,1,1,7,0.8333331944444675,0.16666663888889352
2024-03-02,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-03-02,삼성중공업,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-03-02,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-03-02,한화엔진,1,1,0,2,0.499999750000125,0.499999750000125
2024-03-02,한화오션,6,2,1,9,0.7499999062500118,0.24999996875000394
2024-03-03,HD한국조선해양,5,3,3,11,0.6249999218750099,0.3749999531250059
2024-03-03,HD현대마린솔루션,2,0,0,2,0.99999950000025,0.0
2024-03-03,HD현대미포,1,0,0,1,0.9999990000010001,0.0
2024-03-03,HD현대중공업,8,5,3,16,0.615384568047341,0.3846153550295881
2024-03-03,STX엔진,0,1,0,1,0.0,0.9999990000010001
2024-03-03,삼성중공업,3,3,1,7,0.49999991666668053,0.49999991666668053
2024-03-03,한국카본,0,1,0,1,0.0,0.9999990000010001
2024-03-03,한화엔진,5,2,1,8,0.7142856122449125,0.285714244897965
2024-03-03,한화오션,14,4,3,21,0.7777777345679036,0.2222222098765439
2024-03-04,HD한국조선해양,23,11,3,37,0.676470568339101,0.32352940224913523
2024-03-04,HD현대마린솔루션,3,1,0,4,0.7499998125000469,0.24999993750001562
2024-03-04,HD현대미포,9,1,2,12,0.8999999100000091,0.09999999000000101
2024-03-04,HD현대중공업,42,7,7,56,0.8571428396501461,0.14285713994169102
2024-03-04,STX엔진,4,1,0,5,0.799999840000032,0.199999960000008
2024-03-04,삼성중공업,27,7,3,37,0.7941176237024229,0.20588234688581333
2024-03-04,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-03-04,한국카본,1,5,4,10,0.16666663888889352,0.8333331944444675
2024-03-04,한화엔진,10,2,0,12,0.8333332638888947,0.16666665277777895
2024-03-04,한화오션,98,25,21,144,0.7967479610020491,0.20325203086786967
2024-03-05,HD한국조선해양,78,29,14,121,0.7289719558040004,0.27102803485020527
2024-03-05,HD현대마린솔루션,3,0,1,4,0.9999996666667778,0.0
2024-03-05,HD현대마린엔진,1,0,0,1,0.9999990000010001,0.0
2024-03-05,HD현대미포,24,5,1,30,0.8275861783590973,0.17241378715814526
2024-03-05,HD현대중공업,115,13,16,144,0.8984374929809571,0.10156249920654298
2024-03-05,STX엔진,4,1,1,6,0.799999840000032,0.199999960000008
2024-03-05,삼성중공업,22,8,8,38,0.7333333088888897,0.26666665777777804
2024-03-05,세진중공업,4,0,1,5,0.9999997500000625,0.0
2024-03-05,한국카본,4,1,1,6,0.799999840000032,0.199999960000008
2024-03-05,한화엔진,14,2,3,19,0.8749999453125034,0.12499999218750048
2024-03-05,한화오션,74,10,27,111,0.8809523704648528,0.1190476176303855
2024-03-06,HD한국조선해양,48,11,5,64,0.8135593082447575,0.18644067480609028
2024-03-06,HD현대마린솔루션,2,0,0,2,0.99999950000025,0.0
2024-03-06,HD현대미포,12,1,1,14,0.9230768520710114,0.07692307100591762
2024-03-06,HD현대중공업,33,5,5,43,0.868421029778394,0.13157894390581729
2024-03-06,STX엔진,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-03-06,삼성중공업,19,9,6,34,0.6785714043367356,0.32142855994898
2024-03-06,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-03-06,한국카본,1,3,0,4,0.24999993750001562,0.7499998125000469
2024-03-06,한화엔진,10,6,2,18,0.6249999609375024,0.37499997656250145
2024-03-06,한화오션,26,11,9,46,0.7027026837107383,0.2972972892622354
2024-03-07,HD한국조선해양,14,4,4,22,0.7777777345679036,0.2222222098765439
2024-03-07,HD현대마린솔루션,1,0,0,1,0.9999990000010001,0.0
2024-03-07,HD현대미포,5,0,0,5,0.99999980000004,0.0
2024-03-07,HD현대중공업,39,6,5,50,0.8666666474074078,0.13333333037037046
2024-03-07,STX엔진,2,1,0,3,0.6666664444445185,0.33333322222225925
2024-03-07,삼성중공업,19,7,5,31,0.7307692026627229,0.26923075887574005
2024-03-07,세진중공업,1,1,0,2,0.499999750000125,0.499999750000125
2024-03-07,한국카본,1,2,0,3,0.33333322222225925,0.6666664444445185
2024-03-07,한화엔진,13,1,3,17,0.9285713622449028,0.07142856632653098
2024-03-07,한화오션,18,14,5,37,0.5624999824218756,0.4374999863281255
2024-03-08,HD한국조선해양,15,3,2,20,0.8333332870370396,0.1666666574074079
2024-03-08,HD현대마린솔루션,15,5,0,20,0.7499999625000018,0.2499999875000006
