날짜,기업명,tfidf_수주,tfidf_실적,tfidf_미국
2024-02-11,HD한국조선해양,0.018694062650167383,0.03118589124134122,0.0
2024-02-11,HD현대마린솔루션,0.0,0.0,0.0
2024-02-11,HD현대미포,0.0,0.1715224018273767,0.0
2024-02-11,HD현대중공업,0.0,0.0,0.0
2024-02-11,STX엔진,0.0,0.0,0.0
2024-02-11,삼성중공업,0.025704336143980152,0.04288060045684418,0.0
2024-02-11,세진중공업,0.0,0.0,0.0
2024-02-11,한화엔진,0.03965807983215551,0.0,0.0
2024-02-11,한화오션,0.04039250883126187,0.03430448036547534,0.0
2024-02-12,HD한국조선해양,0.061194197502417516,0.11366864851886285,0.0
2024-02-12,HD현대마린솔루션,0.0,0.0,0.0
2024-02-12,HD현대미포,0.0,0.0,0.0
2024-02-12,HD현대중공업,0.0137675352735817,0.0,0.0
2024-02-12,삼성중공업,0.027815544319280686,0.03879463658967798,0.0
2024-02-12,세진중공업,0.0,0.0,0.0
2024-02-12,한국카본,0.0,0.0,0.0
2024-02-12,한화엔진,0.0,0.0,0.0
2024-02-12,한화오션,0.05326093107963757,0.04961712487754527,0.0
2024-02-13,HD한국조선해양,0.05250976131350292,0.014352738798540638,0.0
2024-02-13,HD현대마린솔루션,0.0,0.0,0.0
2024-02-13,HD현대미포,0.037187485552675245,0.0,0.0
2024-02-13,HD현대중공업,0.011193323483115365,0.006295060876552912,0.0
2024-02-13,STX엔진,0.0,0.0,0.0
2024-02-13,삼성중공업,0.03114174824501999,0.009826655978608153,0.0
2024-02-13,세진중공업,0.0,0.0,0.0
2024-02-13,한국카본,0.0,0.0,0.0
2024-02-13,한화엔진,0.0,0.020409208570955392,0.0
2024-02-13,한화오션,0.018517660321023727,0.020785106826882505,0.0
2024-02-14,HD한국조선해양,0.017237551056265493,0.004912752510301371,0.0
2024-02-14,HD현대마린솔루션,0.0,0.0,0.0
2024-02-14,HD현대미포,0.09739807418956886,0.0,0.0
2024-02-14,HD현대중공업,0.009390078906004948,0.0,0.0
2024-02-14,STX엔진,0.0,0.0,0.0
2024-02-14,삼성중공업,0.08244147776625317,0.015829980310971086,0.018619797275978213
2024-02-14,세진중공업,0.0,0.0,0.0
2024-02-14,한국카본,0.0,0.0,0.0
2024-02-14,한화엔진,0.0,0.0,0.0
2024-02-14,한화오션,0.02586562102942524,0.005376219728254331,0.0
2024-02-15,HD한국조선해양,0.0,0.0,0.0
2024-02-15,HD현대마린솔루션,0.0,0.0,0.0
2024-02-15,HD현대미포,0.0,0.0,0.0
2024-02-15,HD현대중공업,0.007146753519155703,0.0,0.0
2024-02-15,STX엔진,0.0,0.0,0.0
2024-02-15,삼성중공업,0.0,0.0,0.0
2024-02-15,한화엔진,0.0,0.021629699067811228,0.0
2024-02-15,한화오션,0.004145117041110308,0.0,0.0
2024-02-16,HD한국조선해양,0.0,0.03262221180210429,0.0
2024-02-16,HD현대마린솔루션,0.0,0.0,0.0
2024-02-16,HD현대미포,0.0,0.0,0.0
