기업명,날짜,종가,거래량,MA5,MA10,RSI,MACD,BB_upper,1일후등락률,3일후등락률,5일후등락률
세진중공업,2024-05-16,6880.0,309199,7066.0,6964.0,42.6923076923077,84.40014974145288,7524.871202957173,0.29069767441860467,-3.343023255813953,-4.215116279069767
세진중공업,2024-05-17,6900.0,308491,7022.0,6949.0,42.02334630350194,69.14302512896847,7504.131845404172,-2.4637681159420293,-7.681159420289855,3.1884057971014492
세진중공업,2024-05-20,6730.0,358848,6958.0,6932.0,42.519685039370074,42.84022920603638,7516.065412149052,-1.188707280832095,-2.080237741456166,7.726597325408618
세진중공업,2024-05-21,6650.0,398260,6828.0,6944.0,35.83333333333334,15.36265144070694,7489.543094687081,-4.2105263157894735,7.067669172932331,8.270676691729323
세진중공업,2024-05-22,6370.0,506459,6706.0,6908.0,34.95934959349594,-28.676620614075546,7501.158668344437,3.453689167974882,13.814756671899527,11.302982731554161
세진중공업,2024-05-23,6590.0,517398,6648.0,6857.0,41.221374045801525,-45.30366714572301,7503.4960656922885,8.042488619119878,9.256449165402124,6.373292867981791
세진중공업,2024-05-24,7120.0,856663,6692.0,6857.0,53.666666666666664,-15.53507206771883,7483.374139394471,1.8258426966292134,-0.42134831460674155,-1.8258426966292134
세진중공업,2024-05-27,7250.0,495856,6796.0,6877.0,63.04347826086957,18.335309512684944,7472.402696817876,-0.6896551724137931,-3.310344827586207,4.689655172413794
세진중공업,2024-05-28,7200.0,226215,6906.0,6867.0,59.00383141762452,40.67437987325684,7484.421046859728,-1.5277777777777777,-2.9166666666666665,1.6666666666666667
세진중공업,2024-05-29,7090.0,265904,7050.0,6878.0,49.787234042553195,48.93804605463629,7446.386122957627,-1.1283497884344147,7.052186177715091,10.719322990126939
세진중공업,2024-05-30,7010.0,198218,7134.0,6891.0,47.717842323651446,48.47296347817155,7436.0324602794735,-0.28530670470756064,4.42225392296719,6.276747503566334
세진중공업,2024-05-31,6990.0,140272,7108.0,6900.0,48.728813559322035,45.96074250255788,7430.692183183215,8.583690987124463,12.303290414878399,8.011444921316166
